Run,Group.ID,Sample.ID,Donor,Lineage,Cell_type,Stimulated,Treatment,Replicate,Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center.Name,Consent,Experiment,GEO_Accession..exp.,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,source_name,SRA.Study
SRR11007177,Calderon-1004-Memory_Tregs-Treatment_1,Calderon-1004-Memory_Tregs-Treatment_1-1,Calderon-1004,CD4,Memory_Tregs,TRUE,Treatment_1,1,RNA-Seq,187,10947467901,PRJNA484735,SAMN09768667,3576845725,GEO,public,SRX4510727,GSM3319876,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319876,primary blood,SRP156452
SRR11007178,Calderon-1004-Naive_Teffs-Control,Calderon-1004-Naive_Teffs-Control-1,Calderon-1004,CD4,Naive_Teffs,FALSE,Control,1,RNA-Seq,184,6129069107,PRJNA484735,SAMN09768363,1961889066,GEO,public,SRX4510728,GSM3319877,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319877,primary blood,SRP156452
SRR11007179,Calderon-1004-Naive_Teffs-Treatment_1,Calderon-1004-Naive_Teffs-Treatment_1-1,Calderon-1004,CD4,Naive_Teffs,TRUE,Treatment_1,1,RNA-Seq,188,11397060105,PRJNA484735,SAMN09768362,3761408319,GEO,public,SRX4510729,GSM3319878,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319878,primary blood,SRP156452
SRR11007180,Calderon-1004-Naive_Tregs-Control,Calderon-1004-Naive_Tregs-Control-1,Calderon-1004,CD4,Naive_Tregs,FALSE,Control,1,RNA-Seq,180,8880600372,PRJNA484735,SAMN09768361,2900220911,GEO,public,SRX4510730,GSM3319879,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319879,primary blood,SRP156452
SRR11007181,Calderon-1004-Naive_Tregs-Treatment_1,Calderon-1004-Naive_Tregs-Treatment_1-1,Calderon-1004,CD4,Naive_Tregs,TRUE,Treatment_1,1,RNA-Seq,189,11268838338,PRJNA484735,SAMN09768402,3753445879,GEO,public,SRX4510731,GSM3319880,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319880,primary blood,SRP156452
SRR11007182,Calderon-1004-Regulatory_T-Control,Calderon-1004-Regulatory_T-Control-1,Calderon-1004,CD4,Regulatory_T,FALSE,Control,1,RNA-Seq,187,5516798670,PRJNA484735,SAMN09768401,1764900388,GEO,public,SRX4510732,GSM3319881,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319881,primary blood,SRP156452
SRR11007183,Calderon-1004-Th1_precursors-Treatment_1,Calderon-1004-Th1_precursors-Treatment_1-1,Calderon-1004,CD4,Th1_precursors,TRUE,Treatment_1,1,RNA-Seq,189,10569228921,PRJNA484735,SAMN09768400,3743299395,GEO,public,SRX4510733,GSM3319882,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319882,primary blood,SRP156452
SRR11007184,Calderon-1004-Th17_precursors-Treatment_1,Calderon-1004-Th17_precursors-Treatment_1-1,Calderon-1004,CD4,Th17_precursors,TRUE,Treatment_1,1,RNA-Seq,188,11701696259,PRJNA484735,SAMN09768399,3946243322,GEO,public,SRX4510734,GSM3319883,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319883,primary blood,SRP156452
SRR11007185,Calderon-1004-Th2_precursors-Treatment_1,Calderon-1004-Th2_precursors-Treatment_1-1,Calderon-1004,CD4,Th2_precursors,TRUE,Treatment_1,1,RNA-Seq,188,7908111655,PRJNA484735,SAMN09768398,2674087182,GEO,public,SRX4510735,GSM3319884,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319884,primary blood,SRP156452
SRR11007186,Calderon-1004-Mature_NK-Control,Calderon-1004-Mature_NK-Control-1,Calderon-1004,NK,Mature_NK,FALSE,Control,1,RNA-Seq,186,8461245833,PRJNA484735,SAMN09768397,2742405188,GEO,public,SRX4510736,GSM3319885,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319885,primary blood,SRP156452
SRR11007187,Calderon-1004-Mature_NK-Treatment_1,Calderon-1004-Mature_NK-Treatment_1-1,Calderon-1004,NK,Mature_NK,TRUE,Treatment_1,1,RNA-Seq,185,6704704926,PRJNA484735,SAMN09768396,2170476562,GEO,public,SRX4510737,GSM3319886,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319886,primary blood,SRP156452
SRR11007188,Calderon-1004-Monocytes-Control,Calderon-1004-Monocytes-Control-1,Calderon-1004,MYELOID,Monocytes,FALSE,Control,1,RNA-Seq,187,6821946892,PRJNA484735,SAMN09768395,2195688123,GEO,public,SRX4510738,GSM3319887,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319887,primary blood,SRP156452
SRR11007189,Calderon-1004-Monocytes-Treatment_1,Calderon-1004-Monocytes-Treatment_1-1,Calderon-1004,MYELOID,Monocytes,TRUE,Treatment_1,1,RNA-Seq,186,10897800728,PRJNA484735,SAMN09768394,3518833757,GEO,public,SRX4510739,GSM3319888,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319888,primary blood,SRP156452
SRR11007190,Calderon-1004-Myeloid_DCs-Control,Calderon-1004-Myeloid_DCs-Control-1,Calderon-1004,MYELOID,Myeloid_DCs,FALSE,Control,1,RNA-Seq,179,10146707784,PRJNA484735,SAMN09768393,3320846888,GEO,public,SRX4510740,GSM3319889,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319889,primary blood,SRP156452
SRR11007191,Calderon-1009-Mature_NK-Treatment_2,Calderon-1009-Mature_NK-Treatment_2-1,Calderon-1009,NK,Mature_NK,TRUE,Treatment_2,1,RNA-Seq,150,2756739753,PRJNA484735,SAMN09768388,1089464561,GEO,public,SRX4510745,GSM3319894,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319894,primary blood,SRP156452
SRR11007192,Calderon-1009-Monocytes-Treatment_2,Calderon-1009-Monocytes-Treatment_2-1,Calderon-1009,MYELOID,Monocytes,TRUE,Treatment_2,1,RNA-Seq,150,3985706828,PRJNA484735,SAMN09768425,1583442843,GEO,public,SRX4510746,GSM3319895,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319895,primary blood,SRP156452
SRR11007193,Calderon-1010-Immature_NK-Control,Calderon-1010-Immature_NK-Control-1,Calderon-1010,NK,Immature_NK,FALSE,Control,1,RNA-Seq,150,6325901376,PRJNA484735,SAMN09768417,2478570886,GEO,public,SRX4510754,GSM3319903,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319903,primary blood,SRP156452
SRR11007194,Calderon-1010-Mature_NK-Treatment_2,Calderon-1010-Mature_NK-Treatment_2-1,Calderon-1010,NK,Mature_NK,TRUE,Treatment_2,1,RNA-Seq,150,5164624184,PRJNA484735,SAMN09768416,2055131615,GEO,public,SRX4510755,GSM3319904,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319904,primary blood,SRP156452
SRR11007195,Calderon-1010-Monocytes-Treatment_2,Calderon-1010-Monocytes-Treatment_2-1,Calderon-1010,MYELOID,Monocytes,TRUE,Treatment_2,1,RNA-Seq,148,3659794910,PRJNA484735,SAMN09768360,1477535686,GEO,public,SRX4510756,GSM3319905,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319905,primary blood,SRP156452
SRR7647656,Calderon-1001-Mem_B-Control,Calderon-1001-Mem_B-Control-1,Calderon-1001,B,Mem_B,FALSE,Control,1,RNA-Seq,194,7368953073,PRJNA484735,SAMN09768439,2293881574,GEO,public,SRX4510596,GSM3319745,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319745,primary blood,SRP156452
SRR7647658,Calderon-1001-Naive_B-Control,Calderon-1001-Naive_B-Control-1,Calderon-1001,B,Naive_B,FALSE,Control,1,RNA-Seq,194,5815927838,PRJNA484735,SAMN09768437,1805307500,GEO,public,SRX4510598,GSM3319747,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319747,primary blood,SRP156452
SRR7647659,Calderon-1001-Naive_B-Treatment_1,Calderon-1001-Naive_B-Treatment_1-1,Calderon-1001,B,Naive_B,TRUE,Treatment_1,1,RNA-Seq,195,9217406166,PRJNA484735,SAMN09768436,3030183957,GEO,public,SRX4510599,GSM3319748,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319748,primary blood,SRP156452
SRR7647697,Calderon-1002-Bulk_B-Treatment_1,Calderon-1002-Bulk_B-Treatment_1-1,Calderon-1002,B,Bulk_B,TRUE,Treatment_1,1,RNA-Seq,180,4302544718,PRJNA484735,SAMN09768406,1347222257,GEO,public,SRX4510637,GSM3319786,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319786,primary blood,SRP156452
SRR7647698,Calderon-1002-Mem_B-Control,Calderon-1002-Mem_B-Control-1,Calderon-1002,B,Mem_B,FALSE,Control,1,RNA-Seq,180,5358775552,PRJNA484735,SAMN09768664,1777647706,GEO,public,SRX4510638,GSM3319787,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319787,primary blood,SRP156452
SRR7647699,Calderon-1002-Mem_B-Treatment_1,Calderon-1002-Mem_B-Treatment_1-1,Calderon-1002,B,Mem_B,TRUE,Treatment_1,1,RNA-Seq,179,5687778424,PRJNA484735,SAMN09768663,1846408823,GEO,public,SRX4510639,GSM3319788,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319788,primary blood,SRP156452
SRR7647732,Calderon-1003-Bulk_B-Treatment_1,Calderon-1003-Bulk_B-Treatment_1-1,Calderon-1003,B,Bulk_B,TRUE,Treatment_1,1,RNA-Seq,192,9112994125,PRJNA484735,SAMN09768708,3231634837,GEO,public,SRX4510672,GSM3319821,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319821,primary blood,SRP156452
SRR7647734,Calderon-1003-Naive_B-Treatment_1,Calderon-1003-Naive_B-Treatment_1-1,Calderon-1003,B,Naive_B,TRUE,Treatment_1,1,RNA-Seq,186,4685784298,PRJNA484735,SAMN09768706,1612240007,GEO,public,SRX4510674,GSM3319823,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319823,primary blood,SRP156452
SRR7647767,Calderon-1004-Bulk_B-Control,Calderon-1004-Bulk_B-Control-1,Calderon-1004,B,Bulk_B,FALSE,Control,1,RNA-Seq,188,9526437299,PRJNA484735,SAMN09768685,3076301937,GEO,public,SRX4510707,GSM3319856,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319856,primary blood,SRP156452
SRR7647769,Calderon-1004-Naive_B-Control,Calderon-1004-Naive_B-Control-1,Calderon-1004,B,Naive_B,FALSE,Control,1,RNA-Seq,184,13051218606,PRJNA484735,SAMN09768683,4220924484,GEO,public,SRX4510709,GSM3319858,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319858,primary blood,SRP156452
SRR7647801,Calderon-1008-Monocytes-Treatment_2,Calderon-1008-Monocytes-Treatment_2-1,Calderon-1008,MYELOID,Monocytes,TRUE,Treatment_2,1,RNA-Seq,150,5798091705,PRJNA484735,SAMN09768392,2245512421,GEO,public,SRX4510741,GSM3319890,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319890,primary blood,SRP156452
SRR7647804,Calderon-1009-Naive_Tregs-Treatment_2,Calderon-1009-Naive_Tregs-Treatment_2-1,Calderon-1009,CD4,Naive_Tregs,TRUE,Treatment_2,1,RNA-Seq,149,959579441,PRJNA484735,SAMN09768389,376405828,GEO,public,SRX4510744,GSM3319893,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319893,primary blood,SRP156452
SRR7647808,Calderon-1010-Naive_B-Control,Calderon-1010-Naive_B-Control-1,Calderon-1010,B,Naive_B,FALSE,Control,1,RNA-Seq,150,5522574406,PRJNA484735,SAMN09768423,2139361513,GEO,public,SRX4510748,GSM3319897,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319897,primary blood,SRP156452
SRR7647813,Calderon-1010-Th2_precursors-Control,Calderon-1010-Th2_precursors-Control-1,Calderon-1010,CD4,Th2_precursors,FALSE,Control,1,RNA-Seq,150,2656067907,PRJNA484735,SAMN09768418,1033486550,GEO,public,SRX4510753,GSM3319902,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319902,primary blood,SRP156452
SRR7647654,Calderon-1001-Bulk_B-Control,Calderon-1001-Bulk_B-Control-1,Calderon-1001,B,Bulk_B,FALSE,Control,1,RNA-Seq,195,7299245468,PRJNA484735,SAMN09768441,2271882934,GEO,public,SRX4510594,GSM3319743,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319743,primary blood,SRP156452
SRR7647655,Calderon-1001-Bulk_B-Treatment_1,Calderon-1001-Bulk_B-Treatment_1-1,Calderon-1001,B,Bulk_B,TRUE,Treatment_1,1,RNA-Seq,195,6485542348,PRJNA484735,SAMN09768440,2060215258,GEO,public,SRX4510595,GSM3319744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319744,primary blood,SRP156452
SRR7647657,Calderon-1001-Mem_B-Treatment_1,Calderon-1001-Mem_B-Treatment_1-1,Calderon-1001,B,Mem_B,TRUE,Treatment_1,1,RNA-Seq,195,8719201850,PRJNA484735,SAMN09768438,2762956204,GEO,public,SRX4510597,GSM3319746,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319746,primary blood,SRP156452
SRR7647660,Calderon-1001-Plasmablasts-Control,Calderon-1001-Plasmablasts-Control-1,Calderon-1001,B,Plasmablasts,FALSE,Control,1,RNA-Seq,193,7647328093,PRJNA484735,SAMN09768435,2369733999,GEO,public,SRX4510600,GSM3319749,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319749,primary blood,SRP156452
SRR7647696,Calderon-1002-Bulk_B-Control,Calderon-1002-Bulk_B-Control-1,Calderon-1002,B,Bulk_B,FALSE,Control,1,RNA-Seq,179,5414762853,PRJNA484735,SAMN09768407,1721439314,GEO,public,SRX4510636,GSM3319785,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319785,primary blood,SRP156452
SRR7647700,Calderon-1002-Naive_B-Control,Calderon-1002-Naive_B-Control-1,Calderon-1002,B,Naive_B,FALSE,Control,1,RNA-Seq,178,6375976252,PRJNA484735,SAMN09768662,2109842950,GEO,public,SRX4510640,GSM3319789,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319789,primary blood,SRP156452
SRR7647731,Calderon-1003-Bulk_B-Control,Calderon-1003-Bulk_B-Control-1,Calderon-1003,B,Bulk_B,FALSE,Control,1,RNA-Seq,177,9562100776,PRJNA484735,SAMN09768709,3410027164,GEO,public,SRX4510671,GSM3319820,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319820,primary blood,SRP156452
SRR7647733,Calderon-1003-Mem_B-Treatment_1,Calderon-1003-Mem_B-Treatment_1-1,Calderon-1003,B,Mem_B,TRUE,Treatment_1,1,RNA-Seq,178,3505897302,PRJNA484735,SAMN09768707,1155546602,GEO,public,SRX4510673,GSM3319822,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319822,primary blood,SRP156452
SRR7647768,Calderon-1004-Mem_B-Control,Calderon-1004-Mem_B-Control-1,Calderon-1004,B,Mem_B,FALSE,Control,1,RNA-Seq,186,5155643843,PRJNA484735,SAMN09768684,1666580039,GEO,public,SRX4510708,GSM3319857,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319857,primary blood,SRP156452
SRR7647802,Calderon-1009-Naive_B-Treatment_2,Calderon-1009-Naive_B-Treatment_2-1,Calderon-1009,B,Naive_B,TRUE,Treatment_2,1,RNA-Seq,150,4730824860,PRJNA484735,SAMN09768391,1815762354,GEO,public,SRX4510742,GSM3319891,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319891,primary blood,SRP156452
SRR7647803,Calderon-1009-Naive_Teffs-Treatment_2,Calderon-1009-Naive_Teffs-Treatment_2-1,Calderon-1009,CD4,Naive_Teffs,TRUE,Treatment_2,1,RNA-Seq,150,6396033106,PRJNA484735,SAMN09768390,2449755440,GEO,public,SRX4510743,GSM3319892,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319892,primary blood,SRP156452
SRR7647807,Calderon-1010-Mem_B-Control,Calderon-1010-Mem_B-Control-1,Calderon-1010,B,Mem_B,FALSE,Control,1,RNA-Seq,150,2497148801,PRJNA484735,SAMN09768424,988888390,GEO,public,SRX4510747,GSM3319896,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319896,primary blood,SRP156452
SRR7647809,Calderon-1010-Effector_CD4pos_T-Control,Calderon-1010-Effector_CD4pos_T-Control-1,Calderon-1010,CD4,Effector_CD4pos_T,FALSE,Control,1,RNA-Seq,150,5743730050,PRJNA484735,SAMN09768422,2243698841,GEO,public,SRX4510749,GSM3319898,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319898,primary blood,SRP156452
SRR7647810,Calderon-1010-Naive_Tregs-Treatment_2,Calderon-1010-Naive_Tregs-Treatment_2-1,Calderon-1010,CD4,Naive_Tregs,TRUE,Treatment_2,1,RNA-Seq,150,17608066464,PRJNA484735,SAMN09768421,6781472879,GEO,public,SRX4510750,GSM3319899,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319899,primary blood,SRP156452
SRR7647811,Calderon-1010-Th1_precursors-Control,Calderon-1010-Th1_precursors-Control-1,Calderon-1010,CD4,Th1_precursors,FALSE,Control,1,RNA-Seq,151,10635992997,PRJNA484735,SAMN09768420,4200878144,GEO,public,SRX4510751,GSM3319900,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319900,primary blood,SRP156452
SRR7647812,Calderon-1010-Th17_precursors-Control,Calderon-1010-Th17_precursors-Control-1,Calderon-1010,CD4,Th17_precursors,FALSE,Control,1,RNA-Seq,150,4526488518,PRJNA484735,SAMN09768419,1776025976,GEO,public,SRX4510752,GSM3319901,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319901,primary blood,SRP156452
SRR7647817,Calderon-1011-Naive_B-Treatment_2,Calderon-1011-Naive_B-Treatment_2-1,Calderon-1011,B,Naive_B,TRUE,Treatment_2,1,RNA-Seq,150,5402198237,PRJNA484735,SAMN09768387,2093654446,GEO,public,SRX4510757,GSM3319906,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319906,primary blood,SRP156452
SRR7647818,Calderon-1011-Naive_Teffs-Treatment_2,Calderon-1011-Naive_Teffs-Treatment_2-1,Calderon-1011,CD4,Naive_Teffs,TRUE,Treatment_2,1,RNA-Seq,150,8015735829,PRJNA484735,SAMN09768386,3010200345,GEO,public,SRX4510758,GSM3319907,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319907,primary blood,SRP156452
SRR7647819,Calderon-1011-Monocytes-Treatment_2,Calderon-1011-Monocytes-Treatment_2-1,Calderon-1011,MYELOID,Monocytes,TRUE,Treatment_2,1,RNA-Seq,151,12210650996,PRJNA484735,SAMN09768385,4705186903,GEO,public,SRX4510759,GSM3319908,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-11T00:00:00Z,GSM3319908,primary blood,SRP156452
SRR12112610,Ram-Mohan-D1-Neutrophils-ECh1,Ram-Mohan-D1-Neutrophils-ECh1-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,ECh1,1,RNA-Seq,76,5107899048,PRJNA642891,SAMN15401057,2072637651,GEO,public,SRX8635188,GSM4646431,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-30T00:00:00Z,GSM4646431,Escherichia coli challenged neutrophils\, 1 hour,SRP269266
SRR12112611,Ram-Mohan-D1-Neutrophils-ECh1,Ram-Mohan-D1-Neutrophils-ECh1-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,ECh1,2,RNA-Seq,76,5107899048,PRJNA642891,SAMN15401056,2201380439,GEO,public,SRX8635189,GSM4646432,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-30T00:00:00Z,GSM4646432,Escherichia coli challenged neutrophils\, 1 hour,SRP269266
SRR12112612,Ram-Mohan-D1-Neutrophils-ECh4,Ram-Mohan-D1-Neutrophils-ECh4-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,ECh4,1,RNA-Seq,76,4580138632,PRJNA642891,SAMN15401055,1847732843,GEO,public,SRX8635190,GSM4646433,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-30T00:00:00Z,GSM4646433,Escherichia coli challenged neutrophils\, 4 hour,SRP269266
SRR12112613,Ram-Mohan-D1-Neutrophils-ECh4,Ram-Mohan-D1-Neutrophils-ECh4-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,ECh4,2,RNA-Seq,76,4580138632,PRJNA642891,SAMN15401054,1999008265,GEO,public,SRX8635191,GSM4646434,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-30T00:00:00Z,GSM4646434,Escherichia coli challenged neutrophils\, 4 hour,SRP269266
SRR12112614,Ram-Mohan-D1-Neutrophils-noECh1,Ram-Mohan-D1-Neutrophils-noECh1-3,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,noECh1,3,RNA-Seq,76,5331949328,PRJNA642891,SAMN15401053,2221711770,GEO,public,SRX8635192,GSM4646435,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-30T00:00:00Z,GSM4646435,Healthy untreated neutrophils\, 1 hour,SRP269266
SRR12112615,Ram-Mohan-D1-Neutrophils-noECh1,Ram-Mohan-D1-Neutrophils-noECh1-4,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,noECh1,4,RNA-Seq,76,5331949328,PRJNA642891,SAMN15401052,2324125471,GEO,public,SRX8635193,GSM4646436,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-30T00:00:00Z,GSM4646436,Healthy untreated neutrophils\, 1 hour,SRP269266
SRR12112616,Ram-Mohan-D1-Neutrophils-noECh4,Ram-Mohan-D1-Neutrophils-noECh4-3,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,noECh4,3,RNA-Seq,76,4890652136,PRJNA642891,SAMN15401051,1966736909,GEO,public,SRX8635194,GSM4646437,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-30T00:00:00Z,GSM4646437,Healthy untreated neutrophils\, 4 hours,SRP269266
SRR12112617,Ram-Mohan-D1-Neutrophils-noECh4,Ram-Mohan-D1-Neutrophils-noECh4-4,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,noECh4,4,RNA-Seq,76,4890652136,PRJNA642891,SAMN15401050,2113370506,GEO,public,SRX8635195,GSM4646438,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-30T00:00:00Z,GSM4646438,Healthy untreated neutrophils\, 4 hours,SRP269266
