Run,Group.ID,Sample.ID,Donor,Lineage,Cell_type,Stimulated,Treatment,Replicate,Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study
SRR7650814,Calderon-1003-Mem_B-Control,Calderon-1003-Mem_B-Control-1,Calderon-1003,B,Mem_B,FALSE,Control,1,ATAC-Seq,113,4817593258,PRJNA484801,SAMN09769943,2230171762,GEO,public,SRX4513747,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320314,SRP156496
SRR7650815,Calderon-1003-Mem_B-Treatment_1,Calderon-1003-Mem_B-Treatment_1-1,Calderon-1003,B,Mem_B,TRUE,Treatment_1,1,ATAC-Seq,115,5289902075,PRJNA484801,SAMN09769942,2374230106,GEO,public,SRX4513748,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320315,SRP156496
SRR7650816,Calderon-1003-Naive_B-Control,Calderon-1003-Naive_B-Control-1,Calderon-1003,B,Naive_B,FALSE,Control,1,ATAC-Seq,113,5344541215,PRJNA484801,SAMN09769941,2445597496,GEO,public,SRX4513749,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320316,SRP156496
SRR7650817,Calderon-1003-Naive_B-Treatment_1,Calderon-1003-Naive_B-Treatment_1-1,Calderon-1003,B,Naive_B,TRUE,Treatment_1,1,ATAC-Seq,122,7474960459,PRJNA484801,SAMN09769940,3385321594,GEO,public,SRX4513750,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320317,SRP156496
SRR7650818,Calderon-1003-CD8pos_T-Control,Calderon-1003-CD8pos_T-Control-1,Calderon-1003,CD8,CD8pos_T,FALSE,Control,1,ATAC-Seq,114,3697852616,PRJNA484801,SAMN09769939,1719655018,GEO,public,SRX4513751,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320318,SRP156496
SRR7650819,Calderon-1003-CD8pos_T-Treatment_1,Calderon-1003-CD8pos_T-Treatment_1-1,Calderon-1003,CD8,CD8pos_T,TRUE,Treatment_1,1,ATAC-Seq,117,4538757000,PRJNA484801,SAMN09769937,2031624445,GEO,public,SRX4513752,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320319,SRP156496
SRR7650820,Calderon-1003-Central_memory_CD8pos_T-Control,Calderon-1003-Central_memory_CD8pos_T-Control-1,Calderon-1003,CD8,Central_memory_CD8pos_T,FALSE,Control,1,ATAC-Seq,110,2802112444,PRJNA484801,SAMN09769936,1305550546,GEO,public,SRX4513753,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320320,SRP156496
SRR7650821,Calderon-1003-Central_memory_CD8pos_T-Treatment_1,Calderon-1003-Central_memory_CD8pos_T-Treatment_1-1,Calderon-1003,CD8,Central_memory_CD8pos_T,TRUE,Treatment_1,1,ATAC-Seq,115,7053343428,PRJNA484801,SAMN09769935,3019959157,GEO,public,SRX4513754,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320321,SRP156496
SRR7650822,Calderon-1003-Effector_memory_CD8pos_T-Control,Calderon-1003-Effector_memory_CD8pos_T-Control-1,Calderon-1003,CD8,Effector_memory_CD8pos_T,FALSE,Control,1,ATAC-Seq,119,5378376477,PRJNA484801,SAMN09769934,2389525246,GEO,public,SRX4513755,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320322,SRP156496
SRR7650823,Calderon-1003-Effector_memory_CD8pos_T-Treatment_1,Calderon-1003-Effector_memory_CD8pos_T-Treatment_1-1,Calderon-1003,CD8,Effector_memory_CD8pos_T,TRUE,Treatment_1,1,ATAC-Seq,114,5120384917,PRJNA484801,SAMN09769933,2317930067,GEO,public,SRX4513756,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320323,SRP156496
SRR7650824,Calderon-1003-Naive_CD8_T-Control,Calderon-1003-Naive_CD8_T-Control-1,Calderon-1003,CD8,Naive_CD8_T,FALSE,Control,1,ATAC-Seq,115,4030392384,PRJNA484801,SAMN09769932,1839456037,GEO,public,SRX4513757,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320324,SRP156496
SRR7650825,Calderon-1003-Naive_CD8_T-Treatment_1,Calderon-1003-Naive_CD8_T-Treatment_1-1,Calderon-1003,CD8,Naive_CD8_T,TRUE,Treatment_1,1,ATAC-Seq,115,4232722463,PRJNA484801,SAMN09769931,1951004250,GEO,public,SRX4513758,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320325,SRP156496
SRR7650826,Calderon-1003-Gamma_delta_T-Control,Calderon-1003-Gamma_delta_T-Control-1,Calderon-1003,GD,Gamma_delta_T,FALSE,Control,1,ATAC-Seq,114,8907663619,PRJNA484801,SAMN09769930,3848238389,GEO,public,SRX4513759,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320326,SRP156496
SRR7650827,Calderon-1003-Gamma_delta_T-Treatment_1,Calderon-1003-Gamma_delta_T-Treatment_1-1,Calderon-1003,GD,Gamma_delta_T,TRUE,Treatment_1,1,ATAC-Seq,113,5577302341,PRJNA484801,SAMN09769929,2536210590,GEO,public,SRX4513760,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320327,SRP156496
SRR7650828,Calderon-1003-Effector_CD4pos_T-Control,Calderon-1003-Effector_CD4pos_T-Control-1,Calderon-1003,CD4,Effector_CD4pos_T,FALSE,Control,1,ATAC-Seq,120,11725150743,PRJNA484801,SAMN09769928,5022388180,GEO,public,SRX4513761,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320328,SRP156496
SRR7650829,Calderon-1003-Effector_CD4pos_T-Treatment_1,Calderon-1003-Effector_CD4pos_T-Treatment_1-1,Calderon-1003,CD4,Effector_CD4pos_T,TRUE,Treatment_1,1,ATAC-Seq,121,3265627166,PRJNA484801,SAMN09769927,1478150927,GEO,public,SRX4513762,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320329,SRP156496
SRR7650830,Calderon-1003-Follicular_T_Helper-Control,Calderon-1003-Follicular_T_Helper-Control-1,Calderon-1003,CD4,Follicular_T_Helper,FALSE,Control,1,ATAC-Seq,113,5638484257,PRJNA484801,SAMN09769926,2413924305,GEO,public,SRX4513763,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320330,SRP156496
SRR7650831,Calderon-1003-Follicular_T_Helper-Treatment_1,Calderon-1003-Follicular_T_Helper-Treatment_1-1,Calderon-1003,CD4,Follicular_T_Helper,TRUE,Treatment_1,1,ATAC-Seq,112,8720971837,PRJNA484801,SAMN09769925,3769992690,GEO,public,SRX4513764,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320331,SRP156496
SRR7650832,Calderon-1003-Memory_Teffs-Control,Calderon-1003-Memory_Teffs-Control-1,Calderon-1003,CD4,Memory_Teffs,FALSE,Control,1,ATAC-Seq,116,5085114170,PRJNA484801,SAMN09769924,2279846518,GEO,public,SRX4513765,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320332,SRP156496
SRR7650835,Calderon-1003-Memory_Tregs-Treatment_1,Calderon-1003-Memory_Tregs-Treatment_1-1,Calderon-1003,CD4,Memory_Tregs,TRUE,Treatment_1,1,ATAC-Seq,119,4400774400,PRJNA484801,SAMN09769921,2064490124,GEO,public,SRX4513768,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320335,SRP156496
SRR7650836,Calderon-1003-Naive_Teffs-Control,Calderon-1003-Naive_Teffs-Control-1,Calderon-1003,CD4,Naive_Teffs,FALSE,Control,1,ATAC-Seq,118,4155298293,PRJNA484801,SAMN09769920,1911951176,GEO,public,SRX4513769,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320336,SRP156496
SRR7650837,Calderon-1003-Naive_Teffs-Treatment_1,Calderon-1003-Naive_Teffs-Treatment_1-1,Calderon-1003,CD4,Naive_Teffs,TRUE,Treatment_1,1,ATAC-Seq,121,11420639199,PRJNA484801,SAMN09769919,4879715958,GEO,public,SRX4513770,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320337,SRP156496
SRR7650838,Calderon-1003-Regulatory_T-Control,Calderon-1003-Regulatory_T-Control-1,Calderon-1003,CD4,Regulatory_T,FALSE,Control,1,ATAC-Seq,115,8203510841,PRJNA484801,SAMN09769918,3553830089,GEO,public,SRX4513771,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320338,SRP156496
SRR7650839,Calderon-1003-Regulatory_T-Treatment_1,Calderon-1003-Regulatory_T-Treatment_1-1,Calderon-1003,CD4,Regulatory_T,TRUE,Treatment_1,1,ATAC-Seq,117,8358106072,PRJNA484801,SAMN09769916,3607732178,GEO,public,SRX4513772,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320339,SRP156496
SRR7650840,Calderon-1003-Th1_precursors-Control,Calderon-1003-Th1_precursors-Control-1,Calderon-1003,CD4,Th1_precursors,FALSE,Control,1,ATAC-Seq,107,3973574979,PRJNA484801,SAMN09769915,1875441832,GEO,public,SRX4513773,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320340,SRP156496
SRR7650841,Calderon-1003-Th1_precursors-Treatment_1,Calderon-1003-Th1_precursors-Treatment_1-1,Calderon-1003,CD4,Th1_precursors,TRUE,Treatment_1,1,ATAC-Seq,123,6534802155,PRJNA484801,SAMN09769914,2940720696,GEO,public,SRX4513774,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320341,SRP156496
SRR7650849,Calderon-1003-Monocytes-Control,Calderon-1003-Monocytes-Control-1,Calderon-1003,MYELOID,Monocytes,FALSE,Control,1,ATAC-Seq,118,3095465772,PRJNA484801,SAMN09769895,1447601366,GEO,public,SRX4513782,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320349,SRP156496
SRR7650850,Calderon-1003-Monocytes-Treatment_1,Calderon-1003-Monocytes-Treatment_1-1,Calderon-1003,MYELOID,Monocytes,TRUE,Treatment_1,1,ATAC-Seq,114,3576367932,PRJNA484801,SAMN09769894,1663693775,GEO,public,SRX4513783,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320350,SRP156496
SRR7650851,Calderon-1004-Bulk_B-Control,Calderon-1004-Bulk_B-Control-1,Calderon-1004,B,Bulk_B,FALSE,Control,1,ATAC-Seq,122,4541129528,PRJNA484801,SAMN09769893,1876108979,GEO,public,SRX4513784,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320351,SRP156496
SRR7650852,Calderon-1004-Mem_B-Control,Calderon-1004-Mem_B-Control-1,Calderon-1004,B,Mem_B,FALSE,Control,1,ATAC-Seq,127,4742515696,PRJNA484801,SAMN09769892,1964607806,GEO,public,SRX4513785,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320352,SRP156496
SRR7650853,Calderon-1004-Naive_B-Control,Calderon-1004-Naive_B-Control-1,Calderon-1004,B,Naive_B,FALSE,Control,1,ATAC-Seq,131,7580433947,PRJNA484801,SAMN09769891,3122360336,GEO,public,SRX4513786,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320353,SRP156496
SRR7650854,Calderon-1004-CD8pos_T-Control,Calderon-1004-CD8pos_T-Control-1,Calderon-1004,CD8,CD8pos_T,FALSE,Control,1,ATAC-Seq,130,6499912077,PRJNA484801,SAMN09769890,2700628425,GEO,public,SRX4513787,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320354,SRP156496
SRR7650855,Calderon-1004-Central_memory_CD8pos_T-Control,Calderon-1004-Central_memory_CD8pos_T-Control-1,Calderon-1004,CD8,Central_memory_CD8pos_T,FALSE,Control,1,ATAC-Seq,130,5317102950,PRJNA484801,SAMN09769889,2293072607,GEO,public,SRX4513788,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320355,SRP156496
SRR7650856,Calderon-1004-Central_memory_CD8pos_T-Treatment_1,Calderon-1004-Central_memory_CD8pos_T-Treatment_1-1,Calderon-1004,CD8,Central_memory_CD8pos_T,TRUE,Treatment_1,1,ATAC-Seq,128,3379206831,PRJNA484801,SAMN09769888,1414804267,GEO,public,SRX4513789,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320356,SRP156496
SRR7650857,Calderon-1004-Effector_memory_CD8pos_T-Control,Calderon-1004-Effector_memory_CD8pos_T-Control-1,Calderon-1004,CD8,Effector_memory_CD8pos_T,FALSE,Control,1,ATAC-Seq,131,6249774428,PRJNA484801,SAMN09769887,2737194361,GEO,public,SRX4513790,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320357,SRP156496
SRR7650858,Calderon-1004-Effector_memory_CD8pos_T-Treatment_1,Calderon-1004-Effector_memory_CD8pos_T-Treatment_1-1,Calderon-1004,CD8,Effector_memory_CD8pos_T,TRUE,Treatment_1,1,ATAC-Seq,124,5496259694,PRJNA484801,SAMN09769886,2326114921,GEO,public,SRX4513791,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320358,SRP156496
SRR7650859,Calderon-1004-Naive_CD8_T-Control,Calderon-1004-Naive_CD8_T-Control-1,Calderon-1004,CD8,Naive_CD8_T,FALSE,Control,1,ATAC-Seq,130,7407015388,PRJNA484801,SAMN09769885,3189595408,GEO,public,SRX4513792,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320359,SRP156496
SRR7650865,Calderon-1004-Follicular_T_Helper-Treatment_1,Calderon-1004-Follicular_T_Helper-Treatment_1-1,Calderon-1004,CD4,Follicular_T_Helper,TRUE,Treatment_1,1,ATAC-Seq,130,6108246778,PRJNA484801,SAMN09769879,2546325584,GEO,public,SRX4513798,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320365,SRP156496
SRR7650866,Calderon-1004-Memory_Teffs-Control,Calderon-1004-Memory_Teffs-Control-1,Calderon-1004,CD4,Memory_Teffs,FALSE,Control,1,ATAC-Seq,129,5083839167,PRJNA484801,SAMN09769878,2216274859,GEO,public,SRX4513799,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320366,SRP156496
SRR7650867,Calderon-1004-Memory_Teffs-Treatment_1,Calderon-1004-Memory_Teffs-Treatment_1-1,Calderon-1004,CD4,Memory_Teffs,TRUE,Treatment_1,1,ATAC-Seq,129,5934568823,PRJNA484801,SAMN09769877,2502827811,GEO,public,SRX4513800,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320367,SRP156496
SRR7650868,Calderon-1004-Memory_Tregs-Control,Calderon-1004-Memory_Tregs-Control-1,Calderon-1004,CD4,Memory_Tregs,FALSE,Control,1,ATAC-Seq,129,5877892981,PRJNA484801,SAMN09769876,2546405747,GEO,public,SRX4513801,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320368,SRP156496
SRR7650880,Calderon-1004-Th2_precursors-Control,Calderon-1004-Th2_precursors-Control-1,Calderon-1004,CD4,Th2_precursors,FALSE,Control,1,ATAC-Seq,126,5971658813,PRJNA484801,SAMN09769850,2600503289,GEO,public,SRX4513813,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320380,SRP156496
SRR7650881,Calderon-1004-Th2_precursors-Treatment_1,Calderon-1004-Th2_precursors-Treatment_1-1,Calderon-1004,CD4,Th2_precursors,TRUE,Treatment_1,1,ATAC-Seq,129,7043406081,PRJNA484801,SAMN09769849,2949581392,GEO,public,SRX4513814,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320381,SRP156496
SRR7650882,Calderon-1004-Immature_NK-Control,Calderon-1004-Immature_NK-Control-1,Calderon-1004,NK,Immature_NK,FALSE,Control,1,ATAC-Seq,126,8351719719,PRJNA484801,SAMN09769848,3625960683,GEO,public,SRX4513815,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320382,SRP156496
SRR7650883,Calderon-1004-Mature_NK-Control,Calderon-1004-Mature_NK-Control-1,Calderon-1004,NK,Mature_NK,FALSE,Control,1,ATAC-Seq,132,5243329965,PRJNA484801,SAMN09769847,2253943439,GEO,public,SRX4513816,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320383,SRP156496
SRR7650915,Calderon-1008-Myeloid_DCs-Control,Calderon-1008-Myeloid_DCs-Control-1,Calderon-1008,MYELOID,Myeloid_DCs,FALSE,Control,1,ATAC-Seq,133,6687042853,PRJNA484801,SAMN09769867,2731962450,GEO,public,SRX4513848,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320415,SRP156496
SRR7650916,Calderon-1008-pDCs-Control,Calderon-1008-pDCs-Control-1,Calderon-1008,MYELOID,pDCs,FALSE,Control,1,ATAC-Seq,131,5889725254,PRJNA484801,SAMN09769866,2415645063,GEO,public,SRX4513849,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320416,SRP156496
SRR7650917,Calderon-1010-Mem_B-Treatment_2,Calderon-1010-Mem_B-Treatment_2-1,Calderon-1010,B,Mem_B,TRUE,Treatment_2,1,ATAC-Seq,134,10047620861,PRJNA484801,SAMN09769865,4114773629,GEO,public,SRX4513850,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320417,SRP156496
SRR11909913,Ram-Mohan-D1-Neutrophils-LPS,Ram-Mohan-D1-Neutrophils-LPS-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,LPS,2,ATAC-Seq,152,1639433088,PRJNA636835,SAMN15086993,631956173,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456545,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LPS-D1-2,SRP265675
SRR11909914,Ram-Mohan-D1-Neutrophils-LPS,Ram-Mohan-D1-Neutrophils-LPS-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,LPS,1,ATAC-Seq,152,1662692432,PRJNA636835,SAMN15086992,634797370,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456544,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LPS-D1-1,SRP265675
SRR11909915,Ram-Mohan-D4-Neutrophils-R848,Ram-Mohan-D4-Neutrophils-R848-2,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,R848,2,ATAC-Seq,152,2794089232,PRJNA636835,SAMN15087059,1213021149,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456543,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,R848-D4-2,SRP265675
SRR11909916,Ram-Mohan-D4-Neutrophils-R848,Ram-Mohan-D4-Neutrophils-R848-1,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,R848,1,ATAC-Seq,152,2648579632,PRJNA636835,SAMN15087058,1164278902,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456542,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,R848-D4-1,SRP265675
SRR11909917,Ram-Mohan-D4-Neutrophils-LTA,Ram-Mohan-D4-Neutrophils-LTA-2,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,LTA,2,ATAC-Seq,152,3676962992,PRJNA636835,SAMN15087057,1633085552,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456541,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LTA-D4-2,SRP265675
SRR11909918,Ram-Mohan-D4-Neutrophils-LTA,Ram-Mohan-D4-Neutrophils-LTA-1,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,LTA,1,ATAC-Seq,152,2640023248,PRJNA636835,SAMN15087056,1139104723,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456540,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LTA-D4-1,SRP265675
SRR11909919,Ram-Mohan-D4-Neutrophils-LPS,Ram-Mohan-D4-Neutrophils-LPS-2,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,LPS,2,ATAC-Seq,152,2556425984,PRJNA636835,SAMN15087055,1108654348,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456539,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LPS-D4-2,SRP265675
SRR11909920,Ram-Mohan-D4-Neutrophils-LPS,Ram-Mohan-D4-Neutrophils-LPS-1,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,LPS,1,ATAC-Seq,152,2386098584,PRJNA636835,SAMN15087054,1017745329,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456538,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LPS-D4-1,SRP265675
SRR11909921,Ram-Mohan-D1-Neutrophils-HMGB1,Ram-Mohan-D1-Neutrophils-HMGB1-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,HMGB1,2,ATAC-Seq,152,4080037352,PRJNA636835,SAMN15086991,1623576493,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456537,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,HMGB1-D1-2,SRP265675
SRR11909922,Ram-Mohan-D4-Neutrophils-HMGB1,Ram-Mohan-D4-Neutrophils-HMGB1-2,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,HMGB1,2,ATAC-Seq,152,2901550496,PRJNA636835,SAMN15087053,1293330447,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456536,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,HMGB1-D4-2,SRP265675
SRR11909923,Ram-Mohan-D4-Neutrophils-HMGB1,Ram-Mohan-D4-Neutrophils-HMGB1-1,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,HMGB1,1,ATAC-Seq,152,2446297272,PRJNA636835,SAMN15087052,1060109256,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456535,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,HMGB1-D4-1,SRP265675
SRR11909924,Ram-Mohan-D4-Neutrophils-FLAG,Ram-Mohan-D4-Neutrophils-FLAG-2,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,FLAG,2,ATAC-Seq,152,3865096280,PRJNA636835,SAMN15087051,1693632615,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456534,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,FLAG-D4-2,SRP265675
SRR11909925,Ram-Mohan-D4-Neutrophils-FLAG,Ram-Mohan-D4-Neutrophils-FLAG-1,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,FLAG,1,ATAC-Seq,152,3140449048,PRJNA636835,SAMN15087050,1369814635,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456533,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,FLAG-D4-1,SRP265675
SRR11909926,Ram-Mohan-D4-Neutrophils-Control,Ram-Mohan-D4-Neutrophils-Control-2,Ram-Mohan-D4,MYELOID,Neutrophils,FALSE,Control,2,ATAC-Seq,152,2585287744,PRJNA636835,SAMN15087049,1144207230,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456532,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,CTRL-D4-2,SRP265675
SRR11909927,Ram-Mohan-D4-Neutrophils-Control,Ram-Mohan-D4-Neutrophils-Control-1,Ram-Mohan-D4,MYELOID,Neutrophils,FALSE,Control,1,ATAC-Seq,152,3436012744,PRJNA636835,SAMN15087048,1533817787,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456531,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,CTRL-D4-1,SRP265675
SRR11909928,Ram-Mohan-D4-Neutrophils-BGP,Ram-Mohan-D4-Neutrophils-BGP-2,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,BGP,2,ATAC-Seq,152,9.12e+08,PRJNA636835,SAMN15087047,396893260,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456530,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,BGP-D4-2,SRP265675
